     0.75000      0.12803      0.00863
     0.76000      0.12195      0.00869
     0.77000      0.13774      0.00852
     0.78000      0.12451      0.00861
     0.79000      0.11508      0.00887
     0.80000      0.11391      0.00915
     0.81000      0.11467      0.00913
     0.82000      0.10117      0.00890
     0.83000      0.10747      0.00850
     0.84000      0.11621      0.00815
     0.85000      0.09904      0.00784
     0.86000      0.12067      0.00775
     0.87000      0.10836      0.00772
     0.88000      0.09780      0.00779
     0.89000      0.10714      0.00774
     0.90000      0.10422      0.00770
     0.91000      0.10404      0.00772
     0.92000      0.11002      0.00772
     0.93000      0.10591      0.00777
     0.94000      0.10307      0.00746
     0.95000      0.11007      0.00745
     0.96000      0.10429      0.00766
     0.97000      0.10275      0.00782
     0.98000      0.10347      0.00811
     0.99000      0.11218      0.00816
     1.00000      0.09642      0.00568
     1.03000      0.11663      0.00467
     1.06000      0.11958      0.00484
     1.09000      0.12999      0.00489
     1.12000      0.14333      0.00489
     1.15000      0.15034      0.00512
     1.18000      0.15695      0.02658
     1.21000      0.17122      0.01430
     1.24000      0.17113      0.01327
     1.27000      0.19514      0.01334
     1.30000      0.20489      0.01332
     1.33000      0.20229      0.01367
     1.36000      0.22141      0.02252
     1.39000      0.64408     12.35319
     1.42000      0.20380      1.38380
     1.45000      0.22877      0.01877
     1.48000      0.23044      0.01715
     1.51000      0.22760      0.01842
     1.54000      0.23683      0.01963
     1.57000      0.23205      0.01989
     1.60000      0.23169      0.02148
     1.63000      0.24495      0.02314
     1.66000      0.23633      0.02519
     1.69000      0.25801      0.02607
     1.72000      0.26476      0.02685
     1.75000      0.26446      0.02780
     1.78000      0.27877      0.02981
     1.81000      0.27781      0.03240
     1.84000      0.27433      0.03463
     1.87000      0.29982      0.04360
     1.90000      0.26546      0.04665
     1.93000      0.29037      0.07135
     1.96000      0.28918      0.02606
     1.99000      0.26767      0.02426
     2.02000      0.27544      0.02376
     2.05000      0.27177      0.02441
     2.08000      0.26942      0.02537
     2.11000      0.26605      0.02589
     2.14000      0.29170      0.02576
     2.17000      0.26241      0.02707
     2.20000      0.25096      0.02626
     2.23000      0.23960      0.02531
     2.26000      0.20920      0.02367
     2.29000      0.24295      0.02243
     2.32000      0.25141      0.02131
     2.35000      0.23447      0.02073
     2.38000      0.21062      0.02114
     2.41000      0.22528      0.02177
     2.44000      0.23194      0.02286
     2.47000      0.20650      0.02084
     2.50000      0.20965      0.02060
     2.53000      0.19791      0.02050
     2.56000      0.23164      0.01978
     2.59000      0.20798      0.01972
     2.62000      0.21656      0.01925
     2.65000      0.22123      0.01891
     2.68000      0.22465      0.02155
     2.71000      0.20736      0.02140
     2.74000      0.19506      0.02149
     2.77000      0.23297      3.28785
     2.80000      0.20523      0.11042
     2.83000      0.20842      0.02080
     2.86000      0.19828      0.01980
     2.89000      0.19860      0.01933
     2.92000      0.19583      0.01967
     2.95000      0.21328      0.02058
     2.98000      0.20303      0.01951
     3.01000      0.19208      0.01928
     3.04000      0.18357      0.01878
     3.07000      0.18151      0.01791
     3.10000      0.17329      0.01752
     3.13000      0.16558      0.01731
     3.16000      0.16968      0.01743
     3.19000      0.14017      0.02190
